"id","profileName","text","date","title","rating","images","helpful","variant:tamaño"
"R225PI0QSLRVCF","shira","por lo general no me gusta escribir reviews pero esta vez me dejo bastante decepcionada.... es la PEOR arena que he probado en la vida, para esto mejor hubiera ido a la construccion en frente de mi casa a agarrar arena ahi y seria mejor que esta lol.... apesta a la primera, se hace una masa horrible, no aglutina casi nada y una pipi de mi gatita y ya toda su caja de arena estaba sucia , mojada y apestoso... regrese a la que usaba antes, nunca comprare esta de nuevo <.< .... no duro nadaaaa","Revisado en México el 4 de diciembre de 2025","horribleeee, peor arena que he probado","1.0 de 5 estrellas","","0","12.5 KG"
"R3NLMFFARCQ5IG","Eduardo Muñoz","Muy buena calidad de arena","Revisado en México el 25 de noviembre de 2025","Aglutina bien","5.0 de 5 estrellas","","0","12.5 KG"
"R38YOPAD33FZNJ","Luna","Es buena, es estilo de grano un poco grueso pero claro que no es la mejor calidad.

La compré ya que tengo 4 gatos y las arenas de mejor calidad sale más caro.
Pero si la mantienes limpia todos los días no huele feo.","Revisado en México el 24 de noviembre de 2025","Si funciona bien","4.0 de 5 estrellas","","0","12.5 KG"
"R3A5CLOVJF0ECQ","JOSE JUAN","Es una buena opción para mí gato. Llegó bien empacado y seco.","Revisado en México el 23 de noviembre de 2025","Buena opción a excelente precio","5.0 de 5 estrellas","","0","12.5 KG"
"R1Z2YPMQGWPU6M","yanuri yulisa alcala valenzuela","Buena arena","Revisado en México el 21 de noviembre de 2025","Arena para gato","5.0 de 5 estrellas","","0","7.5 kg"
"R3DCW7E80D9HON","Elia","Tiene un buen precio, las última vez que la compré siento que le cambiaron de estructura, mi percepción es que bajo la calidad es una pena. :(","Revisado en México el 18 de noviembre de 2025","La calidad ha bajado","3.0 de 5 estrellas","","0","15Kg"
"RXXG9YLN4O7P8","Samantha","Después de llevar más de medio año usando está arena para mi gata puedo decir con certeza que funciona bastante bien, oculta olores y no es difícil de limpiar aunque si hubiese agradecido que con el líquido la arena se hiciera piedra completamente ya que me ha pasado varias veces que se deshace al momento de recogerlo con la pala, o sea no agarra una consistencia TAN rígida, podría ser mejor en ese sentido
9/10 ojalá hubiera una que tuviera olorcito
(Les dejo unas fotos de mi gata pa si)","Revisado en México el 15 de noviembre de 2025","Decente","5.0 de 5 estrellas","https://m.media-amazon.com/images/I/71ffoiVimnL.jpg
https://m.media-amazon.com/images/I/810Pmb+TNAL.jpg
https://m.media-amazon.com/images/I/81ukHj-1+HL.jpg","0","12.5 KG"
"RZMHFKOLT1SK8","Carmen moreno","La arena
Tiene muchísimo polvo la verdad no me gusta","Revisado en México el 3 de noviembre de 2025","Pésimo arena","2.0 de 5 estrellas","","0","12.5 KG"
"R62Y4FF18CM6W","Elizabeth Ayala Islas","De buena calidad. Cumple muy bien su función","Revisado en México el 2 de noviembre de 2025","Buen producto","5.0 de 5 estrellas","","0","12.5 KG"
"R30N4F0NHEAHWI","Hilda","Encantada con este producto, aparte de económico es bueno.
Es la 2da vez que lo ordeno.","Revisado en México el 28 de octubre de 2025","Buenisimo","5.0 de 5 estrellas","","0","12.5 KG"
