"id","profileName","text","date","title","rating","images","helpful","variant:"
"R2C6AQYICI7TJ2","Sally McGhee Grimm","I have lots of cats","Revisado en los Estados Unidos el 21 de octubre de 2024","Great","5.0 de 5 estrellas","","0",
"RL0FU1AJHTYBF","Becky Fredericks","This is a Subscribe and Save product for me and I received it because my previous choice of litter was unavailable. This scoops easier, is less dusty and much lighter carrying the box upstairs. Cats like it too! Win Win!! 😻😸😻😸😻","Revisado en los Estados Unidos el 21 de octubre de 2024","Best Litter Ever!!","5.0 de 5 estrellas","","0",
"REGN8DYNA0D5T","Taylor Harrison Crockford","I love how light it is to carry, super easy to scoop and doesn’t deteriorate the way cheaper brands do when you try to scoop!","Revisado en Canadá el 30 de septiembre de 2024","Great!","5.0 de 5 estrellas","","0",
"R3GWMB4C8KIVN3","Steven","Tracks everywhere and doesn’t mask the pee or poop smell. My house smells really bad now.","Revisado en los Estados Unidos el 30 de septiembre de 2024","Doesn’t cover pee/poop smell","1.0 de 5 estrellas","","0",
"R2GKFBVC1JYNSA","allstar28","It sticks really bad to my cats paws and behind resulting with cat litter and paw tracks everywhere. It does cover the smell great, but its just not worth the mess.","Revisado en los Estados Unidos el 23 de septiembre de 2024","Good for the smell Bad for everything else","2.0 de 5 estrellas","","0",
"R3P0X3ESH8L4NX","Jane R","I like that this is lightweight with very little dust. But it tracks more than others. Haven’t decided if I’ll stay with it.","Revisado en los Estados Unidos el 19 de septiembre de 2024","Good But Tracks Too Much","4.0 de 5 estrellas","","0",
"R260Q2TXGFFKIT","EUGENE JAGELLA","Excellent delivery service of an excellent product.","Revisado en los Estados Unidos el 15 de septiembre de 2024","Excellent service.","5.0 de 5 estrellas","","0",
"R2JCQ580K4R1X9","Amazon Customer","Good product.","Revisado en los Estados Unidos el 13 de septiembre de 2024","Cat Litter","5.0 de 5 estrellas","","0",
"RU0G5G86VAFRH","Jenica M. Savage","The litter quality is perfect.  The size is a good value for the money.  The litter is easy to scoop and clumps perfectly.","Revisado en los Estados Unidos el 13 de septiembre de 2024","Good litter for my two cats.","5.0 de 5 estrellas","","0",
"R210EHEH9KRO5P","Sunny Frazier","I can't life the box or get the litter out very easily. I'm 73.","Revisado en los Estados Unidos el 8 de septiembre de 2024","Massive box. No longer lightweight.","3.0 de 5 estrellas","","0",
"R3HNDUF3AHT5A6","Janet Moller","I wanted a clumping cat litter but the urine stays very wet on the bottom of the litter box and doesn't clump. It is extremely scented and mixed even with a little urine the smell was unbearable. Would not recommend.","Revisado en los Estados Unidos el 7 de septiembre de 2024","It is extremely scented.","1.0 de 5 estrellas","","0",
"R1KN4KET883KTK","Andrew Kopko","Only gripe is my cats track this stuff everywhere and it sticks to their fur. Not buying again.","Revisado en los Estados Unidos el 6 de septiembre de 2024","Product is fine but having issues with my cats","3.0 de 5 estrellas","","0",
"R2HMY88R4XB9SG","Megan Johnson","Excellent litter","Revisado en los Estados Unidos el 4 de septiembre de 2024","Excellent","5.0 de 5 estrellas","","0",
"R1SYJRD5I2O8WU","Carol Martinez","What can I say? It’s cat litter, but it is good cat litter. And I don’t have to go to the store and lift it in the cart and out of the cart and in the cart and into the car, it just comes to the gate too bad they won’t drive inside the gate and put it on my front porch where it’s actually covered, but that’s not their fault","Revisado en los Estados Unidos el 29 de agosto de 2024","Does what says it’ll do","5.0 de 5 estrellas","","0",
"R3U3R1DG6LQSLE","Amazon Customer","Works great for 3 cats. Rarely get ammonia smell unless I neglect the boxes. Lightweight easy to use. Clumps well. Minimal dust.","Revisado en los Estados Unidos el 27 de agosto de 2024","Cat litter","5.0 de 5 estrellas","","0",
"R2YDCQXSGAFQ59","Colette","J’emploie cette marque de litière depuis un bon bout et c’est sur que j’y reste fidèle","Revisado en Canadá el 26 de agosto de 2024","Litière","5.0 de 5 estrellas","","0",
"RLG681XQKKLX0","L M Fern","Because it's light weight, it will get EVERYWHERE. Poor kitty tracks it and is cleaning her paws constantly now.
Will not be using light weight litter ever again","Revisado en los Estados Unidos el 22 de agosto de 2024","Useless","1.0 de 5 estrellas","","0",
"R3W35WZPW6DW7V","Gina Marie Rivera","I like that this is at an affordable price point, but I do feel like the quality is less than store bought. The clumps fall apart easier and I feel as though I am changing the whole box out sooner.","Revisado en los Estados Unidos el 10 de agosto de 2024","Not same quality as store bought","2.0 de 5 estrellas","","0",
"RGLIVCCB42NS6","Margaret: reader, teacher, and writer..","Quality as expected","Revisado en los Estados Unidos el 4 de agosto de 2024","It lasts a long time and does the job right","5.0 de 5 estrellas","","0",
"R3B4B5FFU3V1HI","LKB","Clumps well, cats seem to be okay with it but the scent is a bit strong for me. I would recommend if you are not overly sensitive to perfume smells.","Revisado en los Estados Unidos el 30 de julio de 2024","Strong Scent, Clumps well","4.0 de 5 estrellas","","0",
"R3N1OK4YRP3YAN","Mz Kitty","I bought this by accident. Scented cat litter is not the best thing for kitties to be breathing in, not sure why companies do this. If it wasn't such a hassle I would return it. Guess I will just have to grin and bear it, I don't particularly like smelling it pretty sure the cat wont either. Just hope it doesn't mess him up in using his litter box. That would be a disaster. Can't wait to get my subscribe and save order of his regular litter until then we are stuck with this. Thought I had read the description before putting it in my cart obviously not. Would not purchase this again don't like scented litter. This stuff is making my eyes water.","Revisado en los Estados Unidos el 29 de julio de 2024","Yuk it is scented","3.0 de 5 estrellas","","0",
"R1NEP5ABL0TCH1","Suzanne P","The litter worked, but tracked through the house and was heavily perfumed like lavender. I'm sensitive to strong perfumes and don't much care for lavender so it wasnt for me.

I bought it for my sister when she was cat sitting because I didn't want her being annoyed at lugging around a big box of clay. It definitely was lighter and easy to carry!

Somebody would love this, it's just not me. Or my sister.","Revisado en Canadá el 25 de julio de 2024","Perfumed","2.0 de 5 estrellas","","0",
"R1DXMPCUGRJKJ3","Sue","Unfortunately unable to keep product due to the very strong smell! Item easily returned & refund issued quickly.","Revisado en Canadá el 25 de julio de 2024","Strong smell without even opening the box.","1.0 de 5 estrellas","","0",
"RTHWT868MBN9T","svacal","I've used Tidy Cat Light Weight for years and was surprised when this arrived and smelled entirely different. Instead of the normal, pleasant floral smell, it smelled strongly of the stuff they put on vomit at schools. Just awful. And it was so strong that even having the sealed box in my house made my house smell like that. I hope that it's just this particular version of the light weight that either changed or smells like that. I had to return it. Normally, Tidy Cat smells pretty nice, but not this one.","Revisado en los Estados Unidos el 22 de julio de 2024","Smells Like the Stuff They Put on Vomit in Grade Schools","1.0 de 5 estrellas","","0",
"RE6VXXIJYCH8D","marij7","Works well.","Revisado en los Estados Unidos el 21 de julio de 2024","Cat litter","5.0 de 5 estrellas","","0",
"R3T2WUPACI03Z7","Jacob","I don't understand why they can't just state that a product is scented? This stuff smells like laundry detergent. Overpowering.","Revisado en los Estados Unidos el 21 de julio de 2024","Scented","1.0 de 5 estrellas","","0",
"R3G62KF2J0GNOB","Kevin","Received the product with the box mashed in like it was kicked otherwise inside seems okay.","Revisado en los Estados Unidos el 19 de julio de 2024","Damaged box","2.0 de 5 estrellas","","0",
"R1F4F2QSZJALQ7","Sharon Webster","Used it in the cat’s litter box. It is good!","Revisado en Canadá el 18 de julio de 2024","Good cat litter!","5.0 de 5 estrellas","","0",
"R105BIZHJNF4LO","Cindy","Good,but just a lot bit expensive!","Revisado en los Estados Unidos el 17 de julio de 2024","Good","5.0 de 5 estrellas","","0",
"R2UCGPNO53AQV1","Linda A. Najera","Love this product, so less dust!","Revisado en los Estados Unidos el 15 de julio de 2024","On time!","4.0 de 5 estrellas","","0",
"RDZQ4UDMGXQK1","sisheng1202","Cat hates it, it stick to his but . Not good quality","Revisado en los Estados Unidos el 14 de julio de 2024","Cat don’t like it","1.0 de 5 estrellas","","0",
"R2SPD44RA67JNN","Susan C.","I was sent a box of litter that the inner plastic bag had already been opened. So I assume someone bought and returned it. The litter was not soiled but you can imagine the mess this made on my front porch and when I opened it.","Revisado en los Estados Unidos el 14 de julio de 2024","Buyer Beware","1.0 de 5 estrellas","","0",
"RTMNH92R1M1HK","Andy","I had a problem with Pretty Litter’s odor control, so I went to try this litter instead. Big mistake… while the product does work well to reduce odor, it makes the entire room the box is in smell like the litter (which isn’t a terrible smell at first, but when mixed with a bit of cat odor it’s awful). It also makes my not only smell like the liter, but it tracks all over the place, so other rooms of the house smell a bit like litter for a moment after my cat goes there.

Worst litter ever. Get clear silica litter instead. It’ll also be low dust and lightweight.","Revisado en los Estados Unidos el 5 de julio de 2024","Strong smell, horrible tracking","1.0 de 5 estrellas","","0",
"RULYX4AD8Z5PC","Stephanie Reynolds","Tye Soaks up Urine Completely..it's not dusty at all..","Revisado en los Estados Unidos el 26 de junio de 2024","It clups","5.0 de 5 estrellas","","0",
"R15GMSRJL3HN06","Alphonse Malley","Works great","Revisado en Canadá el 25 de junio de 2024","Litter","5.0 de 5 estrellas","","0",
"R1DKYN2PR9V96L","Kelli O’Regan","This kitty litter is a great light weight product especially if you have a disability and weight limit to lift. The only thing that would make it better is less dust when you scoop or refresh the litter box. My cats will only use this litter I’ve tried others but they prefer Tidy cats and you know who rule’s the house!","Revisado en Canadá el 17 de junio de 2024","Tidy Cat’s Light weight kitty litter","5.0 de 5 estrellas","","0",
"R2G8VXLRFKFK7R","Rudy Cabrera","Love all my prouducts","Revisado en los Estados Unidos el 17 de junio de 2024","Love all my prouducts","5.0 de 5 estrellas","","0",
"R2E4F7DFEIZMBD","DRS","Excellent product. Light weight. Less dust.","Revisado en Canadá el 12 de junio de 2024","excellent quality.","5.0 de 5 estrellas","","0",
"RHMMEG44OIXX1","Madison","It’s SO lightweight and scoops so easily. I was amazed at first clean up.
But my kitten is leaving clay like foot prints everywhere after leaving the box. So maybe my kitten just messy or it’s the litter. It’s never happened before with the litter I had before this","Revisado en los Estados Unidos el 3 de junio de 2024","Unsure if normal","4.0 de 5 estrellas","","0",
"R35PQ0XGV2YNEA","Robin","This is top notch kitty litter! Personally I like the unscented! Apparently so do lots of others as it’s often sold out! Thank goodness the scented one works just as well. I just prefer zero scent in my home.  Such a great product! It lasts twice as long as other litters and clumps beautifully!Live it!!!!","Revisado en Canadá el 31 de mayo de 2024","It lasts twice as long as other litters!","4.0 de 5 estrellas","","0",
"R3DET2GIFJVJWR","Kindle Customer","This litterwas not lightweight or as functional for odors as usual. Very disappointed as I bought 2 large boxes.","Revisado en los Estados Unidos el 29 de mayo de 2024","Not the same","2.0 de 5 estrellas","","0",
"R1O9OEOEC3B2TW","Kathy Tomlinson","Conceals smell well","Revisado en los Estados Unidos el 28 de mayo de 2024","Litter","5.0 de 5 estrellas","","0",
"R14R4CWIEQY9JN","Barney Jean","Scoops out well. Not too much dust trail. Widow likes to dig and scrape.","Revisado en Canadá el 28 de mayo de 2024","Less mess","5.0 de 5 estrellas","","0",
"R1A6EU9CNQC650","Kitten","Good litter","Revisado en Canadá el 22 de mayo de 2024","Light weight","5.0 de 5 estrellas","","0",
"R43KBBJHV5RGK","Christine Bradley","I use this all the time. I have 3 cats.i get the 17 lbs size. It doesn’t smell, because I clean them everyday (I have 4 litter boxes. A little bit is dust when cleaning but no paw marks.","Revisado en Canadá el 13 de mayo de 2024","Tidy Cat Litter","5.0 de 5 estrellas","","0",
"RPPVHQMYA8L6I","Flo Nardone","Works great but has a strong chemical smell.","Revisado en Canadá el 10 de mayo de 2024","Purina Tidy Cats","4.0 de 5 estrellas","","0",
"R3BZWCPSG0J7G2","Niagaratulip","Claims to be unscented but it has a strong perfume. My cat won't go in her litter box if the litter is scented. Hoping I can return this and get the free & clean product.","Revisado en Canadá el 10 de mayo de 2024","Not unscented as advertised.","2.0 de 5 estrellas","","0",
"R3W21EX1NBQZID","Latricia J.","I hate litter boxes in the house. I wish I lived in the country; I’d keep my cats in a catio instead of in my house. I love the little stink ball though. This litter smells nice, & stays smelling relatively nice as long as the box is cleaned regularly during the day.","Revisado en los Estados Unidos el 7 de mayo de 2024","The scent is so pleasant","4.0 de 5 estrellas","","0",
"R4T74NLD85VF9","Beth","We found that the Purina Tidy Cats Litter was every thing it was said it was.  We found though that the Purina Tide Litter sticks to the fur of the cats and sends it around  the house and we are for ever sweeping up the litter.  We are still going to use the Purina Tidy Cats litter.","Revisado en Canadá el 2 de mayo de 2024","Purina Tidy Cats Light Weight Low Dust ,Clumping Cat Litter","5.0 de 5 estrellas","","0",
